u,v,key,osmid,oneway,name,highway,reversed,length,geometry,lanes,junction,maxspeed,access,ref,bridge,width,tunnel
1665625285,2146269444,0,"[684926816, 684926842, 206386334]",False,Shanti Path,tertiary,True,82.029,"LINESTRING (72.9078396 19.0720396, 72.9076787 19.0719313, 72.9073219 19.0716922, 72.9072031 19.0716126)",2,,,,,yes,,
1665625298,1665625285,0,151487954,False,Vallabh Baug lane,tertiary,False,25.124,"LINESTRING (72.9079779 19.0722239, 72.9078396 19.0720396)",,,,,,,,
1665625298,4357300487,0,151487954,False,Vallabh Baug lane,tertiary,True,59.527,"LINESTRING (72.9079779 19.0722239, 72.908444 19.0725281)",,,,,,,,
1665625298,4357300488,0,153950444,False,Vidyabhavan Road,residential,False,171.243,"LINESTRING (72.9079779 19.0722239, 72.9078361 19.0722666, 72.9074192 19.0722632, 72.9072998 19.0722943, 72.906548 19.0728274)",,,,,,,,
1665625322,2246472316,0,153950448,True,,trunk_link,False,125.695,"LINESTRING (72.9091216 19.0722957, 72.9101422 19.0728851)",2,,,,,,,
1665625322,3245616504,0,772120427,True,Service Road,tertiary,False,114.17,"LINESTRING (72.9091216 19.0722957, 72.9096566 19.0727318, 72.9099459 19.0729645)",,,,,,,,
1665625327,5843735650,0,"[153950426, 153950434, 1238656187]",True,,trunk_link,False,380.01099999999997,"LINESTRING (72.9102429 19.0727734, 72.90983 19.0723663, 72.9090574 19.0718382, 72.9077345 19.0709365, 72.9073765 19.0707033)",2,,,,,yes,,
1665625327,10820417298,0,"[153950400, 1162263409, 618748732]",True,Eastern Express Highway Flyover,trunk,False,410.06600000000003,"LINESTRING (72.9102429 19.0727734, 72.9097697 19.0724403, 72.9089743 19.0719075, 72.9070676 19.0706303)",2,,,,NH48,yes,,
1665625334,12364540586,0,1336787150,False,Kamaraj Nagar Road,residential,False,19.002,"LINESTRING (72.9108272 19.0730143, 72.9106587 19.0730763)",,,,,,,,
1665625334,1665625199,0,153950408,True,,tertiary,False,318.726,"LINESTRING (72.9108272 19.0730143, 72.9107194 19.0729372, 72.9103311 19.0726433, 72.910303 19.072622, 72.9099443 19.0723505, 72.9089414 19.0716437, 72.9084175 19.0712744)",,,,,,,,
1665625334,7371765642,0,1175025326,False,Kamaraj Nagar Road,residential,True,317.532,"LINESTRING (72.9108272 19.0730143, 72.9115377 19.0729168, 72.9129157 19.0727277, 72.91305 19.0726973, 72.9131617 19.0726721, 72.9132816 19.072645, 72.9134265 19.0726123, 72.9135375 19.0725872, 72.9138029 19.0725319)",,,,,,,,
1665625343,1665625359,0,153950431,False,,residential,False,92.279,"LINESTRING (72.918987 19.0734532, 72.9183013 19.0739716)",,,,,,,,
1665625343,1665625383,0,153950431,False,,residential,True,138.036,"LINESTRING (72.918987 19.0734532, 72.9190044 19.073495, 72.9190775 19.0736707, 72.9190819 19.0736781, 72.9191794 19.0738425, 72.919284 19.074019, 72.9193903 19.0741982, 72.9195059 19.0743908, 72.9196007 19.0745487)",,,,,,,,
1665625343,5267231816,0,153950451,False,Kamaraj Nagar Road,residential,False,99.80699999999999,"LINESTRING (72.918987 19.0734532, 72.9189347 19.0733687, 72.9188444 19.0732511, 72.918754 19.0731335, 72.9186805 19.0730168, 72.9184762 19.0726974)",,,,,,,,
1665625357,1643035294,0,151488619,True,Barrister Nath Pai Road,tertiary,False,28.802,"LINESTRING (72.9054641 19.0743249, 72.9051922 19.0742924)",,,,,,,,
1665625357,4357300488,0,153950444,False,Vidyabhavan Road,residential,True,210.63800000000003,"LINESTRING (72.9054641 19.0743249, 72.9056273 19.0736343, 72.906548 19.0728274)",,,,,,,,
1665625359,1665625343,0,153950431,False,,residential,True,92.279,"LINESTRING (72.9183013 19.0739716, 72.918987 19.0734532)",,,,,,,,
1665625359,1665625386,0,153950418,False,,residential,True,135.39499999999998,"LINESTRING (72.9183013 19.0739716, 72.9184881 19.0741761, 72.9186194 19.074338, 72.9187113 19.074461, 72.9190977 19.0749281)",,,,,,,,
1665625359,7370996409,0,992235335,False,,residential,False,55.727000000000004,"LINESTRING (72.9183013 19.0739716, 72.918136 19.0741529, 72.9180997 19.0742505, 72.9180488 19.0744014)",,,,,,,,
1665625370,1665625384,0,153950445,False,,residential,True,140.27700000000002,"LINESTRING (72.916444 19.0742797, 72.9161469 19.0743477, 72.9156208 19.0744552, 72.9155196 19.0744767, 72.9152643 19.074531, 72.9151458 19.07457)",,,,,,,,
1665625383,2246472376,0,153950436,False,,residential,False,47.16,"LINESTRING (72.9196007 19.0745487, 72.9199515 19.0742842)",,,,,,,,
1665625383,4357290592,0,153950436,False,,residential,True,17.008,"LINESTRING (72.9196007 19.0745487, 72.9194742 19.0746441)",,,,,,,,
1665625383,1665625343,0,153950431,False,,residential,False,138.036,"LINESTRING (72.9196007 19.0745487, 72.9195059 19.0743908, 72.9193903 19.0741982, 72.919284 19.074019, 72.9191794 19.0738425, 72.9190819 19.0736781, 72.9190775 19.0736707, 72.9190044 19.073495, 72.918987 19.0734532)",,,,,,,,
1665625384,4144721128,0,1222168616,False,,living_street,True,9.157,"LINESTRING (72.9151458 19.07457, 72.9150595 19.0745814)",,,,,,,,
1665625384,1665625370,0,153950445,False,,residential,False,140.277,"LINESTRING (72.9151458 19.07457, 72.9152643 19.074531, 72.9155196 19.0744767, 72.9156208 19.0744552, 72.9161469 19.0743477, 72.916444 19.0742797)",,,,,,,,
1665625384,1665625408,0,413139917,False,,residential,True,102.31700000000001,"LINESTRING (72.9151458 19.07457, 72.9152521 19.0751339, 72.9153509 19.0754685)",,,,,,,,
1665625386,4357290592,0,153950436,False,,residential,False,50.624,"LINESTRING (72.9190977 19.0749281, 72.9194742 19.0746441)",,,,,,,,
1665625386,4357290591,0,153950436,False,,residential,True,16.364,"LINESTRING (72.9190977 19.0749281, 72.918976 19.0750199)",,,,,,,,
1665625386,1665625359,0,153950418,False,,residential,False,135.395,"LINESTRING (72.9190977 19.0749281, 72.9187113 19.074461, 72.9186194 19.074338, 72.9184881 19.0741761, 72.9183013 19.0739716)",,,,,,,,
1665625408,6469480455,0,789803324,False,,residential,False,25.729,"LINESTRING (72.9153509 19.0754685, 72.9151547 19.0756069)",,,,,,,,
1665625408,1665625384,0,413139917,False,,residential,False,102.31700000000001,"LINESTRING (72.9153509 19.0754685, 72.9152521 19.0751339, 72.9151458 19.07457)",,,,,,,,
1665625408,4144721142,0,"[789803324, 153950430]",False,,residential,True,126.485,"LINESTRING (72.9153509 19.0754685, 72.9155662 19.0753166, 72.9161818 19.0759816)",,,,,,,,
1665625432,4144721142,0,153950430,False,,residential,False,101.294,"LINESTRING (72.9167908 19.0766877, 72.9161818 19.0759816)",,,,,,,,
1665625432,1665625439,0,153950430,False,,residential,True,104.45,"LINESTRING (72.9167908 19.0766877, 72.9174364 19.0774019)",,,,,,,,
1665625432,1665625437,0,153950436,False,,residential,True,79.235,"LINESTRING (72.9167908 19.0766877, 72.9162004 19.0771309)",,,,,,,,
1665625432,7370996423,0,153950436,False,,residential,False,77.683,"LINESTRING (72.9167908 19.0766877, 72.91722 19.0763444, 72.9173606 19.0762429)",,,,,,,,
1665625434,1665625439,0,153950435,False,,residential,True,78.889,"LINESTRING (72.9180145 19.0769493, 72.9174364 19.0774019)",,,,,,,,
1665625437,1665625432,0,153950436,False,,residential,False,79.235,"LINESTRING (72.9162004 19.0771309, 72.9167908 19.0766877)",,,,,,,,
1665625437,1665625440,0,153950447,False,,residential,False,87.716,"LINESTRING (72.9162004 19.0771309, 72.9166829 19.0777746)",,,,,,,,
1665625437,4144721143,0,153950447,False,,residential,True,102.497,"LINESTRING (72.9162004 19.0771309, 72.9155766 19.0764223)",,,,,,,,
1665625439,1665625432,0,153950430,False,,residential,False,104.45,"LINESTRING (72.9174364 19.0774019, 72.9167908 19.0766877)",,,,,,,,
1665625439,1665625434,0,153950435,False,,residential,False,78.889,"LINESTRING (72.9174364 19.0774019, 72.9180145 19.0769493)",,,,,,,,
1665625439,1665625450,0,153950435,False,,residential,True,89.614,"LINESTRING (72.9174364 19.0774019, 72.9168131 19.0779519)",,,,,,,,
1665625440,1665625450,0,153950435,False,,residential,False,23.998,"LINESTRING (72.9166829 19.0777746, 72.9168131 19.0779519)",,,,,,,,
1665625440,1665625437,0,153950447,False,,residential,True,87.716,"LINESTRING (72.9166829 19.0777746, 72.9162004 19.0771309)",,,,,,,,
1665625440,1665625451,0,970017086,False,,residential,False,65.479,"LINESTRING (72.9166829 19.0777746, 72.9161894 19.0781341)",,,,,,,,
1665625450,1665625439,0,153950435,False,,residential,False,89.614,"LINESTRING (72.9168131 19.0779519, 72.9174364 19.0774019)",,,,,,,,
1665625450,1665625440,0,153950435,False,,residential,True,23.998,"LINESTRING (72.9168131 19.0779519, 72.9166829 19.0777746)",,,,,,,,
1665625450,4357290599,0,437950447,False,,residential,False,53.759,"LINESTRING (72.9168131 19.0779519, 72.9170902 19.0783583)",,,,,,,,
1665625451,1665625440,0,970017086,False,,residential,True,65.479,"LINESTRING (72.9161894 19.0781341, 72.9166829 19.0777746)",,,,,,,,
1665625451,8976481325,0,1126641151,False,,residential,False,8.928,"LINESTRING (72.9161894 19.0781341, 72.9161221 19.0781831)",,,,,,,,
1665625451,11252156300,0,153950408,True,,tertiary,False,716.854,"LINESTRING (72.9161894 19.0781341, 72.9145801 19.0762285, 72.9141401 19.0757326, 72.9136464 19.0752236, 72.9131102 19.0747393, 72.9126055 19.0743334, 72.9117 19.0736662, 72.9114853 19.0735059)",,,,,,,,
1665625452,8976481324,0,1126641151,False,,residential,True,7.062,"LINESTRING (72.91583 19.0783959, 72.9158832 19.0783571)",,,,,,,,
1665625452,6583122231,0,789244063,True,,tertiary,False,178.238,"LINESTRING (72.91583 19.0783959, 72.9158758 19.0784613, 72.9164341 19.0791365, 72.9167437 19.0795109, 72.9168691 19.0796625)",,,,,,,,
1683617366,1232644197,0,223306036,False,Service Road,residential,False,9.409,"LINESTRING (72.9027291 19.0680593, 72.9026691 19.0681221)",,,,,,,10,
1683617366,10809175117,0,802341490,True,Service Road,tertiary,False,327.483,"LINESTRING (72.9027291 19.0680593, 72.9050245 19.069621, 72.9052842 19.0697383)",,,,,,,,
1738882048,3878559848,0,22844470,False,Deonar Village Road,secondary,False,714.098,"LINESTRING (72.919863 19.0501745, 72.9202616 19.0500097, 72.920366 19.0499541, 72.9204454 19.0498918, 72.9204753 19.0497716, 72.9203899 19.0490057, 72.9203687 19.0487879, 72.9203876 19.0483023, 72.9203899 19.048231, 72.9203955 19.0480831, 72.9202285 19.0478146, 72.9200345 19.0475027, 72.9199047 19.0472941, 72.9198527 19.0471451, 72.9197384 19.0468174, 72.9194758 19.0462903, 72.9186438 19.0454037, 72.9184577 19.0450856, 72.9183144 19.0446734)",,,,,,,,
1738882048,11066146235,0,22844470,False,Deonar Village Road,secondary,True,178.274,"LINESTRING (72.919863 19.0501745, 72.9196526 19.0502761, 72.9189096 19.0507553, 72.9184585 19.0510696)",,,,,,,,
1738882048,1738882054,0,161936488,False,,residential,True,59.034000000000006,"LINESTRING (72.919863 19.0501745, 72.9198055 19.0500553, 72.9197519 19.0498119, 72.9197035 19.0496677)",,,,,,,,
1738882054,11054142496,0,1190520131,False,,residential,False,69.019,"LINESTRING (72.9197035 19.0496677, 72.9197444 19.0490482)",,,,,,,,
1738882054,1738882048,0,161936488,False,,residential,False,59.034,"LINESTRING (72.9197035 19.0496677, 72.9197519 19.0498119, 72.9198055 19.0500553, 72.919863 19.0501745)",,,,,,,,
1738882054,11054192419,0,161936488,False,,residential,True,113.03999999999999,"LINESTRING (72.9197035 19.0496677, 72.9195716 19.049664, 72.9194371 19.0496623, 72.9191926 19.0496003, 72.9190982 19.0490825)",,,,,,,,
1903616901,7130092054,0,122294396,False,Govandi Police Station Lane,residential,False,67.858,"LINESTRING (72.9173813 19.048486, 72.9168512 19.0487288, 72.9168265 19.0487769)",,,,,,,,
1903616901,5838250386,0,122294396,False,Govandi Police Station Lane,residential,True,411.98199999999997,"LINESTRING (72.9173813 19.048486, 72.9172378 19.0477292, 72.9170801 19.0474478, 72.9173918 19.0473884, 72.917182 19.0468459, 72.9169387 19.0462678, 72.916548 19.0452132)",,,,,,,,
1903616901,10938970235,0,"[1216999671, 1011460679]",False,Govandi Police Station Lane,residential,False,61.964,"LINESTRING (72.9173813 19.048486, 72.9177247 19.0483799, 72.9179522 19.0483624)",,,,,,,,
1903627624,11066146235,0,22844470,False,Deonar Village Road,secondary,False,8.28,"LINESTRING (72.9183951 19.0511138, 72.9184585 19.0510696)",,,,,,,,
1903627624,1903627628,0,179916491,False,Raheja Acropolis Lane,residential,True,160.625,"LINESTRING (72.9183951 19.0511138, 72.9175434 19.0499144)",,,,,,,,
1903627624,1336408320,0,22844470,False,Deonar Village Road,secondary,True,203.311,"LINESTRING (72.9183951 19.0511138, 72.9170973 19.0520994, 72.9168874 19.0522593)",,,,,,,,
1903627628,1903627624,0,179916491,False,Raheja Acropolis Lane,residential,False,160.625,"LINESTRING (72.9175434 19.0499144, 72.9183951 19.0511138)",,,,,,,,
1903627628,11252250805,0,179916492,False,,residential,False,64.236,"LINESTRING (72.9175434 19.0499144, 72.91703 19.0502278)",,,,,,,,
1903627628,4296286850,0,179916492,False,,residential,True,69.034,"LINESTRING (72.9175434 19.0499144, 72.918091 19.0495716)",,,,,,,,
1903627628,7130092054,0,122294396,False,Govandi Police Station Lane,residential,True,147.393,"LINESTRING (72.9175434 19.0499144, 72.9168515 19.0488441, 72.9168265 19.0487769)",,,,,,,,
2143584813,9941769656,0,152314256,False,,residential,True,37.122,"LINESTRING (72.9068025 19.0550925, 72.9064507 19.0550628)",,,,,,,,
2143584813,1654383160,0,152314256,False,,residential,False,120.499,"LINESTRING (72.9068025 19.0550925, 72.9067334 19.0556052, 72.9066577 19.0561675)",,,,,,,,
2143584813,5911339568,0,626146252,False,,residential,True,64.501,"LINESTRING (72.9068025 19.0550925, 72.9069686 19.0550701, 72.9070598 19.0550422, 72.9071295 19.0549813, 72.9071939 19.0548888, 72.9072582 19.0547734)",,,,,,,,
2146269431,2146273790,0,204634556,False,Rd4 - Rd6 Connector 2,residential,False,70.118,"LINESTRING (72.9050212 19.0715688, 72.9045406 19.0711314)",,,,,,,,
2146269431,2146270810,0,204634558,False,Road No. 6,tertiary,True,96.599,"LINESTRING (72.9050212 19.0715688, 72.904292 19.0720977)",,,,,,,,
2146269431,2146269444,0,204634558,False,Road No. 6,tertiary,False,239.87000000000003,"LINESTRING (72.9050212 19.0715688, 72.9054128 19.0713609, 72.9056649 19.0713558, 72.9060941 19.0714014, 72.9063838 19.0714674, 72.9070771 19.0716304, 72.907183 19.0716347, 72.9072031 19.0716126)",,,,,,,,
2146269442,1232644913,0,206386130,False,Road No. 4,tertiary,False,22.662,"LINESTRING (72.9035547 19.0701291, 72.9037499 19.0700425)",,,,,,,,
2146269442,2146273790,0,204634556,False,Rd4 - Rd6 Connector 2,residential,True,152.346,"LINESTRING (72.9035547 19.0701291, 72.9041629 19.070793, 72.9044333 19.0710385, 72.9045406 19.0711314)",,,,,,,,
2146269442,2146269461,0,206386130,False,Road No. 4,tertiary,True,157.354,"LINESTRING (72.9035547 19.0701291, 72.9030298 19.0703481, 72.9021849 19.0707005)",,,,,,,,
2146269444,2146269431,0,204634558,False,Road No. 6,tertiary,True,239.87,"LINESTRING (72.9072031 19.0716126, 72.907183 19.0716347, 72.9070771 19.0716304, 72.9063838 19.0714674, 72.9060941 19.0714014, 72.9056649 19.0713558, 72.9054128 19.0713609, 72.9050212 19.0715688)",,,,,,,,
2146269444,1665625285,0,"[684926816, 684926842, 206386334]",False,Shanti Path,tertiary,False,82.029,"LINESTRING (72.9072031 19.0716126, 72.9073219 19.0716922, 72.9076787 19.0719313, 72.9078396 19.0720396)",2,,,,,yes,,
2146269444,1232644913,0,"[206386130, 206386334]",False,"['Road No. 4', 'Shanti Path']",tertiary,True,426.29699999999997,"LINESTRING (72.9072031 19.0716126, 72.9044446 19.0698779, 72.9043325 19.0698356, 72.9037499 19.0700425)",2,,,,,,,
2146269450,2163935132,0,107213212,True,Ghatkopar Mahul Road,tertiary,False,160.667,"LINESTRING (72.9021811 19.0721856, 72.9014549 19.0709141)",,,,,,,,
2146269450,2146270425,0,204634557,False,Road No. 5,residential,False,74.16,"LINESTRING (72.9021811 19.0721856, 72.9028058 19.0718754)",,,,,,,,
2146269450,4264598326,0,204634557,False,Road No. 5,residential,True,13.032,"LINESTRING (72.9021811 19.0721856, 72.9020724 19.072242)",,,,,,,,
2146269452,4357302890,0,204634555,False,Rd4-Rd6 Connector 1,residential,True,66.259,"LINESTRING (72.9031061 19.0717056, 72.9026933 19.0712552)",,,,,,,,
2146269452,2146270425,0,204634557,False,Road No. 5,residential,True,36.776,"LINESTRING (72.9031061 19.0717056, 72.9028058 19.0718754)",,,,,,,,
2146269452,2146270811,0,204634998,False,,residential,True,69.566,"LINESTRING (72.9031061 19.0717056, 72.9036318 19.0713254)",,,,,,,,
2146269452,2146269465,0,204634555,False,Rd4-Rd6 Connector 1,residential,False,110.3,"LINESTRING (72.9031061 19.0717056, 72.9034198 19.0721185, 72.9037176 19.0725118)",,,,,,,,
2146269461,4357302890,0,204634555,False,Rd4-Rd6 Connector 1,residential,False,81.603,"LINESTRING (72.9021849 19.0707005, 72.9026933 19.0712552)",,,,,,,,
2146269461,2163935132,0,206386130,False,Road No. 4,tertiary,True,80.31,"LINESTRING (72.9021849 19.0707005, 72.9014549 19.0709141)",,,,,,,,
2146269461,2146269442,0,206386130,False,Road No. 4,tertiary,False,157.354,"LINESTRING (72.9021849 19.0707005, 72.9030298 19.0703481, 72.9035547 19.0701291)",,,,,,,,
2146269465,2146270424,0,204634558,False,Road No. 6,tertiary,True,57.387,"LINESTRING (72.9037176 19.0725118, 72.9033706 19.0729103)",,,,,,,,
2146269465,2146269452,0,204634555,False,Rd4-Rd6 Connector 1,residential,True,110.3,"LINESTRING (72.9037176 19.0725118, 72.9034198 19.0721185, 72.9031061 19.0717056)",,,,,,,,
2146269465,2146270810,0,204634558,False,Road No. 6,tertiary,False,75.922,"LINESTRING (72.9037176 19.0725118, 72.9040554 19.0722682, 72.904292 19.0720977)",,,,,,,,
2146270424,2146269465,0,204634558,False,Road No. 6,tertiary,False,57.387,"LINESTRING (72.9033706 19.0729103, 72.9037176 19.0725118)",,,,,,,,
2146270424,2146270425,0,204634937,False,Rd5-Rd6 Connector,residential,True,129.482,"LINESTRING (72.9033706 19.0729103, 72.9028058 19.0718754)",,,,,,,,
2146270424,245667692,0,204634558,False,Road No. 6,tertiary,True,87.83,"LINESTRING (72.9033706 19.0729103, 72.9028742 19.0734665, 72.9028377 19.0735183)",,,,,,,,
2146270425,2146269452,0,204634557,False,Road No. 5,residential,False,36.776,"LINESTRING (72.9028058 19.0718754, 72.9031061 19.0717056)",,,,,,,,
2146270425,2146269450,0,204634557,False,Road No. 5,residential,True,74.16,"LINESTRING (72.9028058 19.0718754, 72.9021811 19.0721856)",,,,,,,,
2146270425,2146270424,0,204634937,False,Rd5-Rd6 Connector,residential,False,129.482,"LINESTRING (72.9028058 19.0718754, 72.9033706 19.0729103)",,,,,,,,
2146270810,2146269431,0,204634558,False,Road No. 6,tertiary,False,96.599,"LINESTRING (72.904292 19.0720977, 72.9050212 19.0715688)",,,,,,,,
2146270810,2146270811,0,204634998,False,,residential,False,110.401,"LINESTRING (72.904292 19.0720977, 72.9036318 19.0713254)",,,,,,,,
2146270810,2146269465,0,204634558,False,Road No. 6,tertiary,True,75.922,"LINESTRING (72.904292 19.0720977, 72.9040554 19.0722682, 72.9037176 19.0725118)",,,,,,,,
2146270811,2146269452,0,204634998,False,,residential,False,69.566,"LINESTRING (72.9036318 19.0713254, 72.9031061 19.0717056)",,,,,,,,
2146270811,2146270810,0,204634998,False,,residential,True,110.401,"LINESTRING (72.9036318 19.0713254, 72.904292 19.0720977)",,,,,,,,
2146270811,4357302890,0,437952765,False,,residential,True,131.28199999999998,"LINESTRING (72.9036318 19.0713254, 72.9033007 19.0709336, 72.9032531 19.0709222, 72.9032008 19.0709291, 72.9031483 19.0709431, 72.9026933 19.0712552)",,,,,,,,
2146273510,4264598323,0,686146406,False,,residential,True,11.077,"LINESTRING (72.9010267 19.0700204, 72.9009247 19.0700455)",,,,,,,,
2146273510,1232644012,0,107213212,True,Ghatkopar Mahul Road,tertiary,False,172.878,"LINESTRING (72.9010267 19.0700204, 72.9006911 19.0690838, 72.900476 19.0685557)",,,,,,,,
2146273510,11029864299,0,204635236,False,Pestom Sagar Road Number 3,residential,False,65.596,"LINESTRING (72.9010267 19.0700204, 72.9010744 19.0700273, 72.9011402 19.0700146, 72.9012313 19.0699893, 72.9013896 19.0698993, 72.9015357 19.0697697, 72.9015536 19.0697485)",,,,,,,,
2146273512,2146273514,0,235853247,False,Road 1,residential,False,74.071,"LINESTRING (72.9016993 19.0681456, 72.9018696 19.068792)",,,,,,,,
2146273512,2146273517,0,107213260,False,Dr Nandita Rane's Eye Clinic,residential,False,119.318,"LINESTRING (72.9016993 19.0681456, 72.9007263 19.0682885, 72.9005846 19.0683369)",,,30,yes,,,,
2146273512,1232644197,0,107213260,False,Dr Nandita Rane's Eye Clinic,residential,True,102.28,"LINESTRING (72.9016993 19.0681456, 72.9022111 19.0680965, 72.9026691 19.0681221)",,,30,yes,,,,
2146273512,2146273513,0,204635237,False,Road 1,residential,True,238.103,"LINESTRING (72.9016993 19.0681456, 72.9015862 19.0674047, 72.9001335 19.0676384)",,,,,,,,
2146273513,10279771622,0,107213212,True,Ghatkopar Mahul Road,tertiary,False,21.769,"LINESTRING (72.9001335 19.0676384, 72.9000679 19.0674527)",,,,,,,,
2146273513,2146273512,0,204635237,False,Road 1,residential,False,238.103,"LINESTRING (72.9001335 19.0676384, 72.9015862 19.0674047, 72.9016993 19.0681456)",,,,,,,,
2146273514,2146273512,0,235853247,False,Road 1,residential,True,74.071,"LINESTRING (72.9018696 19.068792, 72.9016993 19.0681456)",,,,,,,,
2146273515,9167615447,0,204635236,False,Pestom Sagar Road Number 3,residential,False,10.522,"LINESTRING (72.9019313 19.0693023, 72.9019908 19.0692262)",,,,,,,,
2146273515,11029864299,0,204635236,False,Pestom Sagar Road Number 3,residential,True,63.540000000000006,"LINESTRING (72.9019313 19.0693023, 72.9016211 19.0696688, 72.9015536 19.0697485)",,,,,,,,
2146273515,11029904655,0,204635238,False,,residential,True,39.989999999999995,"LINESTRING (72.9019313 19.0693023, 72.9021843 19.0694816, 72.9022357 19.0695181)",,,,,,,,
2146273517,4264598321,0,107213260,False,Dr Nandita Rane's Eye Clinic,residential,False,18.889,"LINESTRING (72.9005846 19.0683369, 72.9004288 19.0684216)",,,30,yes,,,,
2146273517,2146273519,0,204635239,False,,living_street,True,87.956,"LINESTRING (72.9005846 19.0683369, 72.9012339 19.068836)",,,,,,,,
2146273517,2146273512,0,107213260,False,Dr Nandita Rane's Eye Clinic,residential,True,119.318,"LINESTRING (72.9005846 19.0683369, 72.9007263 19.0682885, 72.9016993 19.0681456)",,,30,yes,,,,
2146273519,2146273517,0,204635239,False,,living_street,False,87.956,"LINESTRING (72.9012339 19.068836, 72.9005846 19.0683369)",,,,,,,,
2146273520,9167615449,0,204635238,False,,residential,False,23.947,"LINESTRING (72.9026716 19.0698271, 72.9024893 19.0696979)",,,,,,,,
2146273790,2146269431,0,204634556,False,Rd4 - Rd6 Connector 2,residential,True,70.118,"LINESTRING (72.9045406 19.0711314, 72.9050212 19.0715688)",,,,,,,,
2146273790,2146269442,0,204634556,False,Rd4 - Rd6 Connector 2,residential,False,152.346,"LINESTRING (72.9045406 19.0711314, 72.9044333 19.0710385, 72.9041629 19.070793, 72.9035547 19.0701291)",,,,,,,,
2146273790,2146279195,0,204635301,False,,residential,False,86.896,"LINESTRING (72.9045406 19.0711314, 72.9050882 19.070689, 72.9051942 19.0706797)",,,,,,,,
2146279195,2146273790,0,204635301,False,,residential,True,86.896,"LINESTRING (72.9051942 19.0706797, 72.9050882 19.070689, 72.9045406 19.0711314)",,,,,,,,
2163935132,2146269461,0,206386130,False,Road No. 4,tertiary,False,80.31,"LINESTRING (72.9014549 19.0709141, 72.9021849 19.0707005)",,,,,,,,
2163935132,4264598325,0,206386130,False,Road No. 4,tertiary,True,14.482,"LINESTRING (72.9014549 19.0709141, 72.9013295 19.0709681)",,,,,,,,
2163935132,2146273510,0,107213212,True,Ghatkopar Mahul Road,tertiary,False,109.111,"LINESTRING (72.9014549 19.0709141, 72.9012289 19.0704656, 72.9011747 19.0703463, 72.9010991 19.0701798, 72.9010267 19.0700204)",,,,,,,,
2163950391,2163950402,0,206386630,False,,residential,True,52.736,"LINESTRING (72.906125 19.0684617, 72.905806 19.0688278)",,,,,,,,
2163950391,2163956171,0,206386632,False,,residential,False,44.001,"LINESTRING (72.906125 19.0684617, 72.905793 19.0682206)",,,,,,,,
2163950391,2235206832,0,"[206386633, 206386630]",False,,residential,"[False, True]",180.426,"LINESTRING (72.906125 19.0684617, 72.90728 19.068198, 72.9071102 19.0677249)",,,,,,,,
2163950393,2163950400,0,206386633,False,,residential,True,76.256,"LINESTRING (72.9045749 19.0673122, 72.9039124 19.0675919)",,,,,,,,
2163950393,2163956171,0,206386632,False,,residential,True,163.882,"LINESTRING (72.9045749 19.0673122, 72.9047316 19.0674975, 72.905793 19.0682206)",,,,,,,,
2163950393,2235210219,0,206386633,False,,residential,False,78.616,"LINESTRING (72.9045749 19.0673122, 72.9049912 19.0671386, 72.9052593 19.0670268)",,,,,,,,
2163950400,1366938303,0,122289542,False,Road 1,residential,False,81.145,"LINESTRING (72.9039124 19.0675919, 72.903277 19.0671773)",,,,,,,,
2163950400,13014758862,0,122289542,False,Road 1,residential,True,175.563,"LINESTRING (72.9039124 19.0675919, 72.905287 19.0684891)",,,,,,,,
2163950400,2163950393,0,206386633,False,,residential,False,76.256,"LINESTRING (72.9039124 19.0675919, 72.9045749 19.0673122)",,,,,,,,
2163950402,13014758856,0,122289542,False,Road 1,residential,False,46.947,"LINESTRING (72.905806 19.0688278, 72.9054384 19.0685879)",,,,,,,,
2163950402,1366938348,0,122289542,False,Road 1,residential,True,49.366,"LINESTRING (72.905806 19.0688278, 72.9061928 19.0690797)",,,,,,,,
2163950402,2163950391,0,206386630,False,,residential,False,52.736,"LINESTRING (72.905806 19.0688278, 72.906125 19.0684617)",,,,,,,,
2163956171,2163950391,0,206386632,False,,residential,True,44.001,"LINESTRING (72.905793 19.0682206, 72.906125 19.0684617)",,,,,,,,
2163956171,2163950393,0,206386632,False,,residential,False,163.882,"LINESTRING (72.905793 19.0682206, 72.9047316 19.0674975, 72.9045749 19.0673122)",,,,,,,,
2163956171,2235206832,0,206386785,False,,residential,False,151.034,"LINESTRING (72.905793 19.0682206, 72.9059787 19.0680855, 72.9060909 19.0680038, 72.9071102 19.0677249)",,,,yes,,,,
2235206832,2235206835,0,213883602,False,,residential,False,63.488,"LINESTRING (72.9071102 19.0677249, 72.9077065 19.0676334)",,,,,,,,
2235206832,2163950391,0,"[206386633, 206386630]",False,,residential,"[False, True]",180.426,"LINESTRING (72.9071102 19.0677249, 72.90728 19.068198, 72.906125 19.0684617)",,,,,,,,
2235206832,2235210219,0,206386633,False,,residential,True,313.844,"LINESTRING (72.9071102 19.0677249, 72.9066928 19.0664386, 72.905869 19.0667766, 72.9052593 19.0670268)",,,,,,,,
2235206832,2163956171,0,206386785,False,,residential,True,151.034,"LINESTRING (72.9071102 19.0677249, 72.9060909 19.0680038, 72.9059787 19.0680855, 72.905793 19.0682206)",,,,yes,,,,
2235206835,2235206832,0,213883602,False,,residential,True,63.488,"LINESTRING (72.9077065 19.0676334, 72.9071102 19.0677249)",,,,,,,,
